Address,Building Name,Zip Code,Bed,Bath,Avg SF,# Units,Mix %,Units Available Units,Units Available Percent,Avg Asking Rent/Unit,Avg Asking Rent/SF,Avg Effective Rent/Unit,Avg Effective Rent/SF,Concessions %,Year Built,Year Renovated,Units,Lande (Acres),Vacancy %,Washer/Dryer,Walk in Closet,Hardwood/Vinyl Floor,Walk Score,Transit Score,1 Mile Population,1 Mile Median Household Income,Miles from Domain,Miles from Downtown,
1201 E Old Settlers St , Parkwood Terrace,78664,2,2,1050,32,22.20%,1,3.10%,1115.00,1.06,1112.00,1.06,0.003,2001,2001,144,7.85,70.00%,Yes in unit,1,0,17,0,14264,60254,13.6,21.6,
1201 E Old Settlers St , Parkwood Terrace,78664,2,2,1150,24,16.70%,1,4.20%,1215.00,1.06,1212.00,1.05,0.003,2001,2001,144,7.85,70.00%,Yes in unit,1,0,17,0,14264,60254,13.6,21.6,
1201 E Old Settlers St , Parkwood Terrace,78664,3,2,1250,8,5.60%,1,12.50%,1400.00,1.12,1390.00,1.11,0.007,2001,2001,144,7.85,70.00%,Yes in unit,1,0,17,0,14264,60254,13.6,21.6,
1201 E Old Settlers St , Parkwood Terrace,78664,3,2,1350,8,5.60%,1,12.50%,1415.00,1.05,1405.00,1.04,0.007,2001,2001,144,7.85,70.00%,Yes in unit,1,0,17,0,14264,60254,13.6,21.6,
1525 Palm Valley Blvd , The Creek Apartments,78664,1,1,520,12,7.80%,0,0.00%,769.00,1.48,750.00,1.44,0.024,1985,1985,154,11.60,13.60%,Yes but not in unit,1,1,37,0,17816,58529,12.2,20.2,
1525 Palm Valley Blvd , The Creek Apartments,78664,1,1,700,81,52.60%,5,6.20%,861.00,1.23,840.00,1.20,0.024,1985,1985,154,11.60,13.60%,Yes but not in unit,1,1,37,0,17816,58529,12.2,20.2,
1525 Palm Valley Blvd , The Creek Apartments,78664,2,1,925,37,24.00%,2,5.40%,994.00,1.07,954.00,1.03,0.040,1985,1985,154,11.60,13.60%,Yes but not in unit,1,1,37,0,17816,58529,12.2,20.2,
1525 Palm Valley Blvd , The Creek Apartments,78664,2,2,1000,24,15.60%,4,16.70%,1067.00,1.07,1025.00,1.02,0.040,1985,1985,154,11.60,13.60%,Yes but not in unit,1,1,37,0,17816,58529,12.2,20.2,
515 E Palm Valley Blvd , Steeplechase Luxury Apartments,78664,1,1,620,60,18.50%,2,3.30%,859.00,1.39,854.00,1.38,0.006,1995,1995,324,17.13,4.00%,Yes but not in unit,1,1,48,0,14101,53690,11.4,19.4,
515 E Palm Valley Blvd , Steeplechase Luxury Apartments,78664,1,1,804,72,22.20%,3,4.20%,959.00,1.19,954.00,1.19,0.006,1995,1995,324,17.13,4.00%,Yes but not in unit,1,1,48,0,14101,53690,11.4,19.4,
515 E Palm Valley Blvd , Steeplechase Luxury Apartments,78664,2,1,860,36,11.10%,1,2.80%,1045.00,1.22,1039.00,1.21,0.006,1995,1995,324,17.13,4.00%,Yes but not in unit,1,1,48,0,14101,53690,11.4,19.4,
515 E Palm Valley Blvd , Steeplechase Luxury Apartments,78664,2,2,995,132,40.70%,5,3.80%,1099.00,1.10,1093.00,1.10,0.006,1995,1995,324,17.13,4.00%,Yes but not in unit,1,1,48,0,14101,53690,11.4,19.4,
515 E Palm Valley Blvd , Steeplechase Luxury Apartments,78664,3,2,1152,24,7.40%,1,4.20%,1352.00,1.17,1344.00,1.17,0.006,1995,1995,324,17.13,4.00%,Yes but not in unit,1,1,48,0,14101,53690,11.4,19.4,
1801 E Palm Valley Blvd , Rocking Horse Ranch,78664,1,1,622,84,23.60%,2,2.40%,910.00,1.46,881.00,1.42,0.031,1998,1998,356,19.76,2.50%,Yes but not in unit,1,0,47,0,16426,61021,12.1,19.8,
1801 E Palm Valley Blvd , Rocking Horse Ranch,78664,1,1,720,76,21.30%,5,6.60%,935.00,1.30,906.00,1.26,0.031,1998,1998,356,19.76,2.50%,Yes but not in unit,1,0,47,0,16426,61021,12.1,19.8,
1801 E Palm Valley Blvd , Rocking Horse Ranch,78664,2,1,850,44,12.40%,1,2.30%,1090.00,1.28,1066.00,1.25,0.023,1998,1998,356,19.76,2.50%,Yes but not in unit,1,0,47,0,16426,61021,12.1,19.8,
1801 E Palm Valley Blvd , Rocking Horse Ranch,78664,2,2,1002,62,17.40%,1,1.60%,1225.00,1.22,1197.00,1.19,0.023,1998,1998,356,19.76,2.50%,Yes but not in unit,1,0,47,0,16426,61021,12.1,19.8,
1801 E Palm Valley Blvd , Rocking Horse Ranch,78664,2,2,1115,62,17.40%,1,1.60%,1340.00,1.20,1310.00,1.17,0.023,1998,1998,356,19.76,2.50%,Yes but not in unit,1,0,47,0,16426,61021,12.1,19.8,
1801 E Palm Valley Blvd , Rocking Horse Ranch,78664,3,2,1330,16,4.50%,0,0.00%,1428.00,1.07,1414.00,1.06,0.010,1998,1998,356,19.76,2.50%,Yes but not in unit,1,0,47,0,16426,61021,12.1,19.8,
1801 E Palm Valley Blvd , Rocking Horse Ranch,78664,3,2,1515,12,3.40%,1,8.30%,1572.00,1.04,1556.00,1.03,0.010,1998,1998,356,19.76,2.50%,Yes but not in unit,1,0,47,0,16426,61021,12.1,19.8,
1800 Plateau Vista Blvd , Colonial Grand at Round Rock,78664,1,1,680,45,10.70%,8,17.80%,910.00,1.34,910.00,1.34,0.000,2006,2006,422,26.93,6.20%,Yes in unit,1,0,47,0,16196,63661,12.2,20.8,
1800 Plateau Vista Blvd , Colonial Grand at Round Rock,78664,1,1,715,45,10.70%,4,8.90%,995.00,1.39,995.00,1.39,0.000,2006,2006,422,26.93,6.20%,Yes in unit,1,0,47,0,16196,63661,12.2,20.8,
1800 Plateau Vista Blvd , Colonial Grand at Round Rock,78664,1,1,755,46,10.90%,4,8.70%,1075.00,1.42,1075.00,1.42,0.000,2006,2006,422,26.93,6.20%,Yes in unit,1,0,47,0,16196,63661,12.2,20.8,
1800 Plateau Vista Blvd , Colonial Grand at Round Rock,78664,1,1,909,46,10.90%,4,8.70%,1060.00,1.17,1060.00,1.17,0.000,2006,2006,422,26.93,6.20%,Yes in unit,1,0,47,0,16196,63661,12.2,20.8,
1800 Plateau Vista Blvd , Colonial Grand at Round Rock,78664,2,2,1061,45,10.70%,12,26.70%,1120.00,1.06,1120.00,1.06,0.000,2006,2006,422,26.93,6.20%,Yes in unit,1,0,47,0,16196,63661,12.2,20.8,
1800 Plateau Vista Blvd , Colonial Grand at Round Rock,78664,2,2,1083,45,10.70%,10,22.20%,1245.00,1.15,1245.00,1.15,0.000,2006,2006,422,26.93,6.20%,Yes in unit,1,0,47,0,16196,63661,12.2,20.8,
1800 Plateau Vista Blvd , Colonial Grand at Round Rock,78664,2,2,1211,45,10.70%,6,13.30%,1130.00,0.93,1130.00,0.93,0.000,2006,2006,422,26.93,6.20%,Yes in unit,1,0,47,0,16196,63661,12.2,20.8,
1800 Plateau Vista Blvd , Colonial Grand at Round Rock,78664,2,2,1234,45,10.70%,16,35.60%,1235.00,1.00,1235.00,1.00,0.000,2006,2006,422,26.93,6.20%,Yes in unit,1,0,47,0,16196,63661,12.2,20.8,
1800 Plateau Vista Blvd , Colonial Grand at Round Rock,78664,3,2,1265,30,7.10%,2,6.70%,1445.00,1.14,1445.00,1.14,0.000,2006,2006,422,26.93,6.20%,Yes in unit,1,0,47,0,16196,63661,12.2,20.8,
1800 Plateau Vista Blvd , Colonial Grand at Round Rock,78664,3,2,1410,30,7.10%,6,20.00%,1415.00,1.00,1415.00,1.00,0.000,2006,2006,422,26.93,6.20%,Yes in unit,1,0,47,0,16196,63661,12.2,20.8,
20404 Poppy Hills Trl , Links At Forest Creek,78664,2,2,868,110,50.00%,5,4.60%,1199.00,1.38,1192.00,1.37,0.006,2008,2008,220,14.33,5.00%,Yes but not in unit,1,1,14,0,9827,107637,13.2,21,
20404 Poppy Hills Trl , Links At Forest Creek,78664,2,2,958,110,50.00%,5,4.60%,1199.00,1.25,1192.00,1.24,0.006,2008,2008,220,14.33,5.00%,Yes but not in unit,1,1,14,0,9827,107637,13.2,21,
1111 Southcreek Dr , Colonial Village at Sierra Vista,78664,1,1,652,56,24.10%,5,8.90%,823.00,1.26,823.00,1.26,0.000,1999,1999,232,21.63,3.00%,Yes but not in unit,0,0,56,0,18607,66238,10.5,18.2,
1111 Southcreek Dr , Colonial Village at Sierra Vista,78664,1,1,850,56,24.10%,3,5.40%,948.00,1.12,948.00,1.12,0.000,1999,1999,232,21.63,3.00%,Yes but not in unit,0,0,56,0,18607,66238,10.5,18.2,
1111 Southcreek Dr , Colonial Village at Sierra Vista,78664,2,2,972,52,22.40%,4,7.70%,1068.00,1.10,1068.00,1.10,0.000,1999,1999,232,21.63,3.00%,Yes but not in unit,0,0,56,0,18607,66238,10.5,18.2,
1111 Southcreek Dr , Colonial Village at Sierra Vista,78664,2,2,995,52,22.40%,4,7.70%,1038.00,1.04,1038.00,1.04,0.000,1999,1999,232,21.63,3.00%,Yes but not in unit,0,0,56,0,18607,66238,10.5,18.2,
1111 Southcreek Dr , Colonial Village at Sierra Vista,78664,3,2,1200,16,6.90%,2,12.50%,1483.00,1.24,1483.00,1.24,0.000,1999,1999,232,21.63,3.00%,Yes but not in unit,0,0,56,0,18607,66238,10.5,18.2,
1200 Sunrise Dr , Sunchase,78664,1,1,555,100,59.50%,5,5.00%,790.00,1.42,711.00,1.28,0.100,1985,1985,168,8.19,5.40%,Yes but not in unit,0,1,47,0,17503,56502,10.9,19.8,
1200 Sunrise Dr , Sunchase,78664,2,1,755,68,40.50%,4,5.90%,950.00,1.26,855.00,1.13,0.100,1985,1985,168,8.19,5.40%,Yes but not in unit,0,1,47,0,17503,56502,10.9,19.8,
1300 Sunrise Rd , Tramor at Autumn Park,78664,1,1,613,16,10.50%,1,6.30%,845.00,1.38,784.00,1.28,0.072,1979,1979,152,7.52,4.00%,Yes but not in unit,1,1,47,0,17948,56994,12.1,20.1,
1300 Sunrise Rd , Tramor at Autumn Park,78664,1,1,705,84,55.30%,2,2.40%,900.00,1.28,835.00,1.18,0.072,1979,1979,152,7.52,4.00%,Yes but not in unit,1,1,47,0,17948,56994,12.1,20.1,
1300 Sunrise Rd , Tramor at Autumn Park,78664,2,2,950,30,19.70%,3,10.00%,1200.00,1.26,1100.00,1.16,0.083,1979,1979,152,7.52,4.00%,Yes but not in unit,1,1,47,0,17948,56994,12.1,20.1,
1300 Sunrise Rd , Tramor at Autumn Park,78664,2,2,1000,22,14.50%,1,4.60%,1175.00,1.18,1077.00,1.08,0.083,1979,1979,152,7.52,4.00%,Yes but not in unit,1,1,47,0,17948,56994,12.1,20.1,
1801 Warner Ranch Rd , The Lodge at Warner Ranch,78664,1,1,648,136,38.00%,3,2.20%,997.00,1.54,997.00,1.54,0.000,2000,2000,358,19.19,9.20%,Yes but not in unit,1,1,33,0,12136,71903,9.9,17.8,
1801 Warner Ranch Rd , The Lodge at Warner Ranch,78664,1,1,802,14,3.90%,14,100.00%,1043.00,1.30,1043.00,1.30,0.000,2000,2000,358,19.19,9.20%,Yes but not in unit,1,1,33,0,12136,71903,9.9,17.8,
1801 Warner Ranch Rd , The Lodge at Warner Ranch,78664,1,1,885,6,1.70%,1,16.70%,1031.00,1.16,1031.00,1.16,0.000,2000,2000,358,19.19,9.20%,Yes but not in unit,1,1,33,0,12136,71903,9.9,17.8,
1801 Warner Ranch Rd , The Lodge at Warner Ranch,78664,1,1,987,40,11.20%,2,5.00%,1174.00,1.19,1174.00,1.19,0.000,2000,2000,358,19.19,9.20%,Yes but not in unit,1,1,33,0,12136,71903,9.9,17.8,
1801 Warner Ranch Rd , The Lodge at Warner Ranch,78664,2,2,1040,84,23.50%,10,11.90%,1137.00,1.09,1137.00,1.09,0.000,2000,2000,358,19.19,9.20%,Yes but not in unit,1,1,33,0,12136,71903,9.9,17.8,
1801 Warner Ranch Rd , The Lodge at Warner Ranch,78664,2,2,1099,14,3.90%,3,21.40%,1158.00,1.05,1158.00,1.05,0.000,2000,2000,358,19.19,9.20%,Yes but not in unit,1,1,33,0,12136,71903,9.9,17.8,
1801 Warner Ranch Rd , The Lodge at Warner Ranch,78664,2,2,1119,12,3.40%,1,8.30%,1178.00,1.05,1178.00,1.05,0.000,2000,2000,358,19.19,9.20%,Yes but not in unit,1,1,33,0,12136,71903,9.9,17.8,
1801 Warner Ranch Rd , The Lodge at Warner Ranch,78664,2,2,1121,4,1.10%,0,0.00%,1158.00,1.03,1158.00,1.03,0.000,2000,2000,358,19.19,9.20%,Yes but not in unit,1,1,33,0,12136,71903,9.9,17.8,
1801 Warner Ranch Rd , The Lodge at Warner Ranch,78664,2,2,1133,2,0.60%,0,0.00%,1223.00,1.08,1223.00,1.08,0.000,2000,2000,358,19.19,9.20%,Yes but not in unit,1,1,33,0,12136,71903,9.9,17.8,
1801 Warner Ranch Rd , The Lodge at Warner Ranch,78664,2,2,1157,11,3.10%,0,0.00%,1194.00,1.03,1194.00,1.03,0.000,2000,2000,358,19.19,9.20%,Yes but not in unit,1,1,33,0,12136,71903,9.9,17.8,
1801 Warner Ranch Rd , The Lodge at Warner Ranch,78664,2,2,1203,3,0.80%,0,0.00%,1330.00,1.11,1330.00,1.11,0.000,2000,2000,358,19.19,9.20%,Yes but not in unit,1,1,33,0,12136,71903,9.9,17.8,
1801 Warner Ranch Rd , The Lodge at Warner Ranch,78664,2,2,1244,11,3.10%,0,0.00%,1143.00,0.92,1143.00,0.92,0.000,2000,2000,358,19.19,9.20%,Yes but not in unit,1,1,33,0,12136,71903,9.9,17.8,
1801 Warner Ranch Rd , The Lodge at Warner Ranch,78664,3,2,1464,11,3.10%,1,9.10%,1617.00,1.10,1550.00,1.06,0.042,2000,2000,358,19.19,9.20%,Yes but not in unit,1,1,33,0,12136,71903,9.9,17.8,
1801 Warner Ranch Rd , The Lodge at Warner Ranch,78664,3,2,1506,10,2.80%,1,10.00%,1675.00,1.11,1605.00,1.07,0.042,2000,2000,358,19.19,9.20%,Yes but not in unit,1,1,33,0,12136,71903,9.9,17.8,
2100 Willowbend Dr , Foxfire,78664,2,1,719,64,40.00%,2,3.10%,969.00,1.35,897.00,1.25,0.075,1983,1983,160,9.48,6.90%,Yes but not in unit,1,0,14,0,17126,59410,12.3,20.3,
2100 Willowbend Dr , Foxfire,78664,2,2,850,64,40.00%,5,7.80%,1029.00,1.21,952.00,1.12,0.075,1983,1983,160,9.48,6.90%,Yes but not in unit,1,0,14,0,17126,59410,12.3,20.3,
2100 Willowbend Dr , Foxfire,78664,3,2,960,32,20.00%,4,12.50%,1299.00,1.35,1099.00,1.14,0.154,1983,1983,160,9.48,6.90%,Yes but not in unit,1,0,14,0,17126,59410,12.3,20.3,
1200 S 10th St , Towns on Tenth,78660,2,3,1438,19,20.40%,1,5.30%,1695.00,1.18,1683.00,1.17,0.007,2015,2015,93,9.35,7.50%,Yes in unit,1,1,17,0,14027,89082,8.2,14.2,
1200 S 10th St , Towns on Tenth,78660,3,3,0,0,0.00%,0,0.00%,1731.00,0.00,1587.00,0.00,0.083,2015,2015,93,9.35,7.50%,Yes in unit,1,1,17,0,14027,89082,8.2,14.2,
1200 S 10th St , Towns on Tenth,78660,3,3,1424,19,20.40%,2,10.50%,1725.00,1.21,1582.00,1.11,0.083,2015,2015,93,9.35,7.50%,Yes in unit,1,1,17,0,14027,89082,8.2,14.2,
1200 S 10th St , Towns on Tenth,78660,3,3,1481,19,20.40%,2,10.50%,1685.00,1.14,1545.00,1.04,0.083,2015,2015,93,9.35,7.50%,Yes in unit,1,1,17,0,14027,89082,8.2,14.2,
1200 S 10th St , Towns on Tenth,78660,3,3,1551,19,20.40%,2,10.50%,1775.00,1.14,1627.00,1.05,0.083,2015,2015,93,9.35,7.50%,Yes in unit,1,1,17,0,14027,89082,8.2,14.2,
1200 S 10th St , Towns on Tenth,78660,3,3,1662,17,18.30%,1,5.90%,1685.00,1.01,1545.00,0.93,0.083,2015,2015,93,9.35,7.50%,Yes in unit,1,1,17,0,14027,89082,8.2,14.2,
16021 Biltmore St , Biltmore at the Park,78660,1,1,638,28,11.00%,2,7.10%,1085.00,1.70,995.00,1.56,0.083,2018,2018,254,,31.10%,Yes in unit,1,1,10,0,401,77564,11.3,16.5,
16021 Biltmore St , Biltmore at the Park,78660,1,1,714,60,23.60%,26,43.30%,1110.00,1.55,1018.00,1.43,0.083,2018,2018,254,,31.10%,Yes in unit,1,1,10,0,401,77564,11.3,16.5,
16021 Biltmore St , Biltmore at the Park,78660,1,1,725,34,13.40%,7,20.60%,1130.00,1.56,1036.00,1.43,0.083,2018,2018,254,,31.10%,Yes in unit,1,1,10,0,401,77564,11.3,16.5,
16021 Biltmore St , Biltmore at the Park,78660,1,1,741,30,11.80%,13,43.30%,1120.00,1.51,1027.00,1.39,0.083,2018,2018,254,,31.10%,Yes in unit,1,1,10,0,401,77564,11.3,16.5,
16021 Biltmore St , Biltmore at the Park,78660,2,2,986,48,18.90%,6,12.50%,1395.00,1.41,1221.00,1.24,0.125,2018,2018,254,,31.10%,Yes in unit,1,1,10,0,401,77564,11.3,16.5,
16021 Biltmore St , Biltmore at the Park,78660,2,2,1014,32,12.60%,5,15.60%,1450.00,1.43,1269.00,1.25,0.125,2018,2018,254,,31.10%,Yes in unit,1,1,10,0,401,77564,11.3,16.5,
16021 Biltmore St , Biltmore at the Park,78660,2,2,1154,22,8.70%,11,50.00%,1525.00,1.32,1334.00,1.16,0.125,2018,2018,254,,31.10%,Yes in unit,1,1,10,0,401,77564,11.3,16.5,
2132 Falcon Village Ln , Estraya Falcon Pointe,78660,1,1,528,36,11.10%,10,27.80%,999.00,1.89,940.00,1.78,0.059,2017,2017,324,,31.50%,Yes in unit,1,1,6,0,3208,97748,12.3,17.4,
2132 Falcon Village Ln , Estraya Falcon Pointe,78660,1,1,644,30,9.30%,10,33.30%,1099.00,1.71,1034.00,1.61,0.059,2017,2017,324,,31.50%,Yes in unit,1,1,6,0,3208,97748,12.3,17.4,
2132 Falcon Village Ln , Estraya Falcon Pointe,78660,1,1,747,18,5.60%,10,55.60%,1131.00,1.51,1064.00,1.42,0.059,2017,2017,324,,31.50%,Yes in unit,1,1,6,0,3208,97748,12.3,17.4,
2132 Falcon Village Ln , Estraya Falcon Pointe,78660,1,1,806,16,4.90%,6,37.50%,1117.00,1.39,1051.00,1.30,0.059,2017,2017,324,,31.50%,Yes in unit,1,1,6,0,3208,97748,12.3,17.4,
2132 Falcon Village Ln , Estraya Falcon Pointe,78660,1,1,831,26,8.00%,10,38.50%,1131.00,1.36,1064.00,1.28,0.059,2017,2017,324,,31.50%,Yes in unit,1,1,6,0,3208,97748,12.3,17.4,
2132 Falcon Village Ln , Estraya Falcon Pointe,78660,1,1,872,18,5.60%,6,33.30%,1335.00,1.53,1256.00,1.44,0.059,2017,2017,324,,31.50%,Yes in unit,1,1,6,0,3208,97748,12.3,17.4,
2132 Falcon Village Ln , Estraya Falcon Pointe,78660,1,1,913,18,5.60%,2,11.10%,1365.00,1.50,1284.00,1.41,0.059,2017,2017,324,,31.50%,Yes in unit,1,1,6,0,3208,97748,12.3,17.4,
2132 Falcon Village Ln , Estraya Falcon Pointe,78660,2,2,1071,6,1.90%,0,0.00%,1570.00,1.47,1385.00,1.29,0.118,2017,2017,324,,31.50%,Yes in unit,1,1,6,0,3208,97748,12.3,17.4,
2132 Falcon Village Ln , Estraya Falcon Pointe,78660,2,2,1085,28,8.60%,10,35.70%,1585.00,1.46,1398.00,1.29,0.118,2017,2017,324,,31.50%,Yes in unit,1,1,6,0,3208,97748,12.3,17.4,
2132 Falcon Village Ln , Estraya Falcon Pointe,78660,2,2,1089,20,6.20%,4,20.00%,1395.00,1.28,1231.00,1.13,0.118,2017,2017,324,,31.50%,Yes in unit,1,1,6,0,3208,97748,12.3,17.4,
2132 Falcon Village Ln , Estraya Falcon Pointe,78660,2,2,1120,22,6.80%,10,45.50%,1428.00,1.28,1260.00,1.12,0.118,2017,2017,324,,31.50%,Yes in unit,1,1,6,0,3208,97748,12.3,17.4,
2132 Falcon Village Ln , Estraya Falcon Pointe,78660,2,2,1139,36,11.10%,10,27.80%,1450.00,1.27,1279.00,1.12,0.118,2017,2017,324,,31.50%,Yes in unit,1,1,6,0,3208,97748,12.3,17.4,
2132 Falcon Village Ln , Estraya Falcon Pointe,78660,2,2,1205,18,5.60%,8,44.40%,1548.00,1.28,1366.00,1.13,0.118,2017,2017,324,,31.50%,Yes in unit,1,1,6,0,3208,97748,12.3,17.4,
2132 Falcon Village Ln , Estraya Falcon Pointe,78660,3,2,1362,32,9.90%,10,31.30%,1775.00,1.30,1775.00,1.30,0.000,2017,2017,324,,31.50%,Yes in unit,1,1,6,0,3208,97748,12.3,17.4,
15835 Foothill Farms Loop , Sage at 1825,78660,0,1,690,26,5.70%,6,23.10%,860.00,1.25,852.00,1.23,0.009,2001,2001,455,20.14,9.00%,Yes in unit,1,1,30,0,12102,63882,7.4,14.5,
15835 Foothill Farms Loop , Sage at 1825,78660,1,1,775,52,11.40%,6,11.50%,900.00,1.16,892.00,1.15,0.009,2001,2001,455,20.14,9.00%,Yes in unit,1,1,30,0,12102,63882,7.4,14.5,
15835 Foothill Farms Loop , Sage at 1825,78660,1,1,860,9,2.00%,3,33.30%,905.00,1.05,897.00,1.04,0.009,2001,2001,455,20.14,9.00%,Yes in unit,1,1,30,0,12102,63882,7.4,14.5,
15835 Foothill Farms Loop , Sage at 1825,78660,1,1,950,56,12.30%,0,0.00%,880.00,0.93,872.00,0.92,0.009,2001,2001,455,20.14,9.00%,Yes in unit,1,1,30,0,12102,63882,7.4,14.5,
15835 Foothill Farms Loop , Sage at 1825,78660,2,1,750,104,22.90%,0,0.00%,1015.00,1.35,1006.00,1.34,0.009,2001,2001,455,20.14,9.00%,Yes in unit,1,1,30,0,12102,63882,7.4,14.5,
15835 Foothill Farms Loop , Sage at 1825,78660,2,2,995,24,5.30%,6,25.00%,1185.00,1.19,1174.00,1.18,0.009,2001,2001,455,20.14,9.00%,Yes in unit,1,1,30,0,12102,63882,7.4,14.5,
15835 Foothill Farms Loop , Sage at 1825,78660,2,2,1010,24,5.30%,2,8.30%,1255.00,1.24,1243.00,1.23,0.009,2001,2001,455,20.14,9.00%,Yes in unit,1,1,30,0,12102,63882,7.4,14.5,
15835 Foothill Farms Loop , Sage at 1825,78660,2,2,1060,56,12.30%,2,3.60%,1345.00,1.27,1332.00,1.26,0.009,2001,2001,455,20.14,9.00%,Yes in unit,1,1,30,0,12102,63882,7.4,14.5,
15835 Foothill Farms Loop , Sage at 1825,78660,2,2,1145,56,12.30%,6,10.70%,1155.00,1.01,1144.00,1.00,0.009,2001,2001,455,20.14,9.00%,Yes in unit,1,1,30,0,12102,63882,7.4,14.5,
15835 Foothill Farms Loop , Sage at 1825,78660,2,2,1165,16,3.50%,6,37.50%,1175.00,1.01,1164.00,1.00,0.009,2001,2001,455,20.14,9.00%,Yes in unit,1,1,30,0,12102,63882,7.4,14.5,
15835 Foothill Farms Loop , Sage at 1825,78660,3,2,1225,16,3.50%,2,12.50%,1470.00,1.20,1456.00,1.19,0.009,2001,2001,455,20.14,9.00%,Yes in unit,1,1,30,0,12102,63882,7.4,14.5,
15835 Foothill Farms Loop , Sage at 1825,78660,3,2,1350,16,3.50%,1,6.30%,1440.00,1.07,1427.00,1.06,0.009,2001,2001,455,20.14,9.00%,Yes in unit,1,1,30,0,12102,63882,7.4,14.5,
1525 Grand Avenue Pky , Riverhorse Ranch Apartments,78660,1,1,681,84,14.00%,3,3.60%,915.00,1.34,910.00,1.34,0.006,2002,2002,602,13.74,4.00%,Yes in unit,1,0,42,0,10169,59692,7.4,14.7,
1525 Grand Avenue Pky , Riverhorse Ranch Apartments,78660,1,1,774,84,14.00%,3,3.60%,985.00,1.27,980.00,1.27,0.006,2002,2002,602,13.74,4.00%,Yes in unit,1,0,42,0,10169,59692,7.4,14.7,
1525 Grand Avenue Pky , Riverhorse Ranch Apartments,78660,1,1,874,84,14.00%,2,2.40%,1075.00,1.23,1069.00,1.22,0.006,2002,2002,602,13.74,4.00%,Yes in unit,1,0,42,0,10169,59692,7.4,14.7,
1525 Grand Avenue Pky , Riverhorse Ranch Apartments,78660,2,2,919,144,23.90%,1,0.70%,1175.00,1.28,1169.00,1.27,0.006,2002,2002,602,13.74,4.00%,Yes in unit,1,0,42,0,10169,59692,7.4,14.7,
1525 Grand Avenue Pky , Riverhorse Ranch Apartments,78660,2,2,1044,98,16.30%,4,4.10%,1205.00,1.15,1198.00,1.15,0.006,2002,2002,602,13.74,4.00%,Yes in unit,1,0,42,0,10169,59692,7.4,14.7,
1525 Grand Avenue Pky , Riverhorse Ranch Apartments,78660,2,2,1097,42,7.00%,2,4.80%,1287.00,1.17,1280.00,1.17,0.005,2002,2002,602,13.74,4.00%,Yes in unit,1,0,42,0,10169,59692,7.4,14.7,
1525 Grand Avenue Pky , Riverhorse Ranch Apartments,78660,3,2,1380,66,11.00%,0,0.00%,1450.00,1.05,1329.00,0.96,0.083,2002,2002,602,13.74,4.00%,Yes in unit,1,0,42,0,10169,59692,7.4,14.7,
1720 Grand Avenue Pky , Broadstone Grand Avenue,78660,1,1,600,36,12.90%,4,11.10%,890.00,1.48,890.00,1.48,0.000,2009,2009,280,13.45,3.90%,Yes in unit,1,0,37,0,8830,66322,7,14.4,
1720 Grand Avenue Pky , Broadstone Grand Avenue,78660,1,1,674,96,34.30%,10,10.40%,1025.00,1.52,1025.00,1.52,0.000,2009,2009,280,13.45,3.90%,Yes in unit,1,0,37,0,8830,66322,7,14.4,
1720 Grand Avenue Pky , Broadstone Grand Avenue,78660,1,1,755,48,17.10%,8,16.70%,1031.00,1.37,1031.00,1.37,0.000,2009,2009,280,13.45,3.90%,Yes in unit,1,0,37,0,8830,66322,7,14.4,
1720 Grand Avenue Pky , Broadstone Grand Avenue,78660,2,1,960,36,12.90%,6,16.70%,1245.00,1.30,1245.00,1.30,0.000,2009,2009,280,13.45,3.90%,Yes in unit,1,0,37,0,8830,66322,7,14.4,
1720 Grand Avenue Pky , Broadstone Grand Avenue,78660,2,2,1094,24,8.60%,2,8.30%,1395.00,1.28,1395.00,1.28,0.000,2009,2009,280,13.45,3.90%,Yes in unit,1,0,37,0,8830,66322,7,14.4,
1720 Grand Avenue Pky , Broadstone Grand Avenue,78660,2,2,1186,24,8.60%,8,33.30%,1350.00,1.14,1350.00,1.14,0.000,2009,2009,280,13.45,3.90%,Yes in unit,1,0,37,0,8830,66322,7,14.4,
1720 Grand Avenue Pky , Broadstone Grand Avenue,78660,3,2,1339,16,5.70%,2,12.50%,1645.00,1.23,1645.00,1.23,0.000,2009,2009,280,13.45,3.90%,Yes in unit,1,0,37,0,8830,66322,7,14.4,
1501 S Heatherwilde Blvd , The Highlands at Wells Branch,78660,1,1,640,72,24.70%,4,5.60%,1085.00,1.70,1061.00,1.66,0.022,2017,2017,292,16.59,6.20%,Yes in unit,1,1,7,24,10873,73508,7.9,15.4,
1501 S Heatherwilde Blvd , The Highlands at Wells Branch,78660,1,1,695,48,16.40%,3,6.30%,1145.00,1.65,1120.00,1.61,0.022,2017,2017,292,16.59,6.20%,Yes in unit,1,1,7,24,10873,73508,7.9,15.4,
1501 S Heatherwilde Blvd , The Highlands at Wells Branch,78660,1,1,818,40,13.70%,3,7.50%,1152.00,1.41,1126.00,1.38,0.022,2017,2017,292,16.59,6.20%,Yes in unit,1,1,7,24,10873,73508,7.9,15.4,
1501 S Heatherwilde Blvd , The Highlands at Wells Branch,78660,2,2,975,72,24.70%,4,5.60%,1265.00,1.30,1227.00,1.26,0.030,2017,2017,292,16.59,6.20%,Yes in unit,1,1,7,24,10873,73508,7.9,15.4,
